code;code0;code1;nivel0;nivel1
U072;U072;U072;CASOS COVID;CASOS COVID
U071;U071;U071;CASOS COVID;CASOS COVID
NUE7;NUE7;NUE7;ENFERMEDADES DEL SISTEMA DIGESTIVO;DIARREA
CIROC2;CIROC2;CIROC2;CIRUGIA;CIRUGIA
Z20828;Z20828;Z20828;CASOS COVID;CASOS COVID
CIROF1;CIROF1;CIROF1;CIRUGIA;CIRUGIA
U099;U099;U099;CASOS COVID;CASOS COVID
CIRGO3;CIRGO3;CIRGO3;CIRUGIA;CIRUGIA
CIRCUT;CIRCUT;CIRCUT;CIRUGIA;CIRUGIA
CIRTR5;CIRTR5;CIRTR5;CIRUGIA;CIRUGIA
CIRGI2;CIRGI2;CIRGI2;CIRUGIA;CIRUGIA
CIRX;CIRX;CIRX;CIRUGIA;CIRUGIA
CIRV4;CIRV4;CIRV4;CIRUGIA;CIRUGIA
CIRGO5;CIRGO5;CIRGO5;CIRUGIA;CIRUGIA
CIROF3;CIROF3;CIROF3;CIRUGIA;CIRUGIA
CIRORN;CIRORN;CIRORN;CIRUGIA;CIRUGIA
CIRV1;CIRV1;CIRV1;CIRUGIA;CIRUGIA
ENDO3;ENDO3;ENDO3;CIRUGIA;CIRUGIA
CIRGO2;CIRGO2;CIRGO2;CIRUGIA;CIRUGIA
CIRGO1;CIRGO1;CIRGO1;CIRUGIA;CIRUGIA
CIRHER3;CIRHER3;CIRHER3;CIRUGIA;CIRUGIA
ENDO1;ENDO1;ENDO1;CIRUGIA;CIRUGIA
CIROC1;CIROC1;CIROC1;CIRUGIA;CIRUGIA
CIRGI3;CIRGI3;CIRGI3;CIRUGIA;CIRUGIA
ENDO2;ENDO2;ENDO2;CIRUGIA;CIRUGIA
CIRGO4;CIRGO4;CIRGO4;CIRUGIA;CIRUGIA
CIRGI1;CIRGI1;CIRGI1;CIRUGIA;CIRUGIA
CIRHER2;CIRHER2;CIRHER2;CIRUGIA;CIRUGIA
CIRHER1;CIRHER1;CIRHER1;CIRUGIA;CIRUGIA
CIRTR4;CIRTR4;CIRTR4;CIRUGIA;CIRUGIA
SINVALOR;SINVALOR;SINVALOR;SIN DEFINICION;SIN DEFINICION
CIRTR3;CIRTR3;CIRTR3;CIRUGIA;CIRUGIA
CIRTR2;CIRTR2;CIRTR2;CIRUGIA;CIRUGIA
CIRTR7;CIRTR7;CIRTR7;CIRUGIA;CIRUGIA
CIRV3;CIRV3;CIRV3;CIRUGIA;CIRUGIA
CIRTR8;CIRTR8;CIRTR8;CIRUGIA;CIRUGIA
CIROF2;CIROF2;CIROF2;CIRUGIA;CIRUGIA
F4322;F4322;F4322;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F6031;F6031;F6031;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
